customer_id,customer_name,review_head,review_body,review_date,ratings
customer_review-R3MMFLT3U0NJBS,Ajit khanvilkar,Ajit khanvilkar,mast,18-07-2019,4
customer_review-R8H0XMSD669CN,sangram jena,For Beginners,awesome,10-12-2019,5
customer_review-R2DR6LFSRRY6HH,Mandip Gadpayle,Truly Perfect for beginners,affordable easy use,05-10-2019,4
customer_review-R1H892M5FUGZJE,jadhavkaran,Happy,nice product happy tnx amazon,26-10-2019,5
customer_review-R2RX5JALE77N64,Navneet Kumar,Great Price,superb camera beginners,10-09-2019,5
customer_review-R3HIJEY6EW8LI2,bhupendra tripathi,Very bad quality,third class quality,21-11-2019,1
customer_review-R25DK7MGOHND79,Vineeth V L,Good,good product received time,31-10-2018,5
customer_review-R6Y2V0TZ8RUXV,Sajeev R,I loved it,beginners excellent easy use,25-06-2019,5
customer_review-R2VFJZ1LSV2V0X,Kunal Gajbhiye,Very good product,good producti like,03-10-2019,4
customer_review-R2YF07H9MD1KT0,Amazon Customer,Nice Camera,good camera beginners,04-11-2018,4
customer_review-R2ZN52G8RYO0YK,hari,Good,hii good,03-07-2019,4
customer_review-R23VWX46HMFI8,Jadeja pratipal sinh,External flash slot is not working,external flash slot working,08-12-2019,5
customer_review-R7PFEF1909LNZ,Sashi,Worth it,best camera beginners,14-10-2019,5
customer_review-R15NL7I1JN5YAK,Ganesh kumar,Best details and best quality,bad auto focus video recording,17-04-2019,5
customer_review-R2329JPEJ3AXGR,pijush ghosh,Poisa wosul,use beginners,09-11-2019,5
customer_review-R1E576E5DWNWI0,leeladhara b,Good value for money,good beginners camera,12-08-2019,5
customer_review-R23KSL1O8ZONPT,Pradeep kumar,5 star,good beginners,18-10-2019,5
customer_review-R3I6ADWNVD35FR,Anand,DSLR,best price,09-10-2019,5
customer_review-R393FGOIL6THBS,Rajasekar,Good camera,good budget camera,05-10-2019,4
customer_review-R3O53V43ZPJJOP,Kindle Customer,Nice,nice bigineers,06-09-2019,5
customer_review-R1TP980PZERXKE,mahesh,Nice,good beginners,24-06-2019,5
customer_review-R28A4P2NO0HK6C,deepak kumar,Good product,good beginners,06-11-2019,5
customer_review-R2C01TQW67RBEH,bharamu a biradar patil,It's ok,picture quality give happy use better,14-11-2018,3
customer_review-R3GLSP6LQ8TMMT,shiv sagar chouhan,Canon 1500d is very good,product good good low light photography,06-12-2018,5
customer_review-R38HBOH4FPJHF9,Bharath,Autofocus,facing autofocus problem cam,26-08-2019,3
customer_review-R3U8SPBG303DTO,AMARNATH,Thanks a lot,nice fully satisfied,09-03-2019,5
customer_review-R3GGNOF4TRYDTR,Vinod,Love it ..,love,04-06-2019,5
customer_review-R1ZIUF13F3LUWP,Chittaranjan,Excellent,excellent,27-12-2018,5
customer_review-R1P841FC2YF3P0,Leslie Jacob,LJK world,performance,11-11-2019,3
customer_review-RFNVDBBQR3ZJ4,Chaitanya,osm,love much awesome product,25-11-2019,5
customer_review-R3CMPF2GNE0C3,saikumar,Nice,nice product nice pic quality,23-10-2019,5
customer_review-R2FF4XNF81AVEU,Darsana g.,Good one,good producti loved,10-10-2019,5
customer_review-R1V8EV8AA9LBST,Choton Mandal,Good product. Thanks to Amazon,good product thanks amazon,30-09-2019,5
customer_review-R1HKGOE2CFQU6P,Ritesh..,Amazing product for this price,worth bigginer level,27-08-2019,5
customer_review-R34QZUNLL065PY,Amit Singh,Satisfied..!!,begineers best,11-11-2019,4
customer_review-R34C6V3ALGRVWI,Amazon Customer,Medium,bad best,05-10-2019,3
customer_review-R9IT2S0EL7QGC,Amazon Customer,Canon EOS 1500D,good camera beginners,25-08-2019,5
customer_review-R1CUILZ84SLT4J,Rohit Kumar choudhary,Camera in budget,nice camera beginners,22-08-2019,5
customer_review-R210D8BGFDARDZ,VJ Nitheesh,it is the best camera for beginners,really good product beginners,22-08-2019,5
customer_review-RED3IAHL50Z2,Sagar patil,awesome,awesome producti really like,09-09-2019,5
customer_review-RXSF8WP61KHZL,Amazon Customer,Review,awesomeif u r beginner,29-05-2019,5
customer_review-RPT1GAV1VCEXX,Ramesh R,Good product,good product like much,12-02-2019,5
customer_review-R39JUN92VKKCDO,Roshan Kumar,Good budget camera,good camera price point,22-11-2018,3
customer_review-R38VC3D29WWQ9J,Ram,Background blur...,blur photo background,15-11-2018,4
customer_review-R2C09LGLTO703S,nithesh,Woooww,beginners fantastic cam,09-11-2019,5
customer_review-R1QE5RDGPPGDT,Amazon Customer,Nice,good handy functions,20-08-2019,5
customer_review-R1P2XI0H6K7JNP,Amazon Customer,Just buy,best new hands camera,29-06-2019,5
customer_review-RW94ICWDDKAOC,Sushil Deshmukh,great camera,superb cameralove,07-11-2019,5
customer_review-R1LQZMRILJWTWK,Chandan kumar,Canon 1500d,best camera 1500d,26-10-2019,4
customer_review-R2FQMCI6WTETRQ,Amazon Customer,Awesom,overall good,27-11-2019,5
customer_review-R15818LANP4GC1,Mukesh diwakar,Good,blur built,23-07-2019,4
customer_review-R3P9OZUQKMK8H3,Debapratim Chowdhury,Value for money,best dslr biginers,05-11-2019,4
customer_review-R2RVPXXJ9MDAFW,Amazon Customer,Good....,good,03-01-2019,5
customer_review-R2BI60AEJL68VH,manjay Kumar,Nice one,okay,10-11-2019,5
customer_review-R23MN82W1AW40I,Amazon Customer,Good camera,good one,09-11-2019,5
customer_review-R1XP3QD5JNPC2T,pankaj arya,Good froduct for beginners.,good bt auto focus mark,14-03-2019,4
customer_review-R28P578TSFHM6H,rajendra,Nice,good pice,09-09-2019,5
customer_review-R1YL6F84OAAOPU,manjeet,Perfct,perfect camera price,01-11-2018,5
customer_review-R2T1H7WUMZMDHQ,srinu,I want to return this order,camera rate rs 39000 rs 31000,25-04-2019,1
customer_review-R741BQN1ZL2U5,Ambika Prasad Panda,I just like this camera,like camera,31-01-2019,4
customer_review-RAHA1MHCE7WWS,Amazon Customer,Very handy and easy to operate,good camera beginners,19-11-2019,5
customer_review-RNNUCRR5ND86A,vinay,Good Camera at very good price range,good camera beginners,11-11-2019,5
customer_review-R2IJ5GJX2B8R80,suraj sunil sonawane,Cannon eos 1500d review,easy use good beginners,08-11-2019,5
customer_review-R1KX7UY4ZDCEJV,Prejith,Good,recommend beginners,20-11-2019,4
customer_review-R2EOEVFQVKATXC,Ambily V M,One of the best options for beginners,good dslr beginners,09-11-2019,5
customer_review-R3BVMSPQ4FUV88,Sidh,Nice clik,good camera,20-10-2019,5
customer_review-R35VAJ5ZJDJDWD,Sandeep Shokeen,Value for money,awesome product,16-10-2019,5
customer_review-RWDXW3HO8J7SP,Prem Solanki,Superb,perfect camera beginners,07-10-2019,4
customer_review-R1GW7PQJN167TE,J V R K RAJASEKHAR,Excellent product for product,excellent product rate,03-11-2018,5
customer_review-R3DEWXLB1W8JZI,dhirendra Singh chandel,Very nice,shandar camerah,22-05-2019,5
customer_review-R1EKOA4Z97NHUC,Srinivasulu Reddy s,Good,ok good,07-11-2019,4
customer_review-RXHKEZKA6GNQX,Karthik i,Good for beginners,quality,22-08-2019,5
customer_review-R1DAY4Y1OEFIFC,Tarkeshwar Pandey,Lens is creating problems,could better stm lens,11-05-2019,3
customer_review-RPQXV4YJ7Y5AY,BIJAY KUMAR NAIK,Fantastic,fantastic segment,28-11-2019,5
customer_review-R5PHPD9VNUCXK,Vikram M.,Perfect,amazing amazing,07-11-2018,5
customer_review-R2ZSC7093S8XZH,Vid,Awesome camera,really good price,26-12-2018,5
customer_review-RC61B5M541HGY,Aravind Durgaraj,Perfect 👌 one,really awesome perfect kit beginners,07-06-2019,5
customer_review-RRK08S9SUH61V,Md Asif Rashid,all Gud,gud product seller,14-11-2018,5
customer_review-R31W2K522COLAH,SRINIVAS,Good,good,21-11-2018,4
customer_review-RXLJX0ON73ZU7,Ramesh,If u r interested buy it,beautiful camera beginners,21-07-2019,5
customer_review-R2L44AZAPGKURI,Gousmoddin Patel,Canon eos 1500D,perfect camera happy,20-11-2019,5
customer_review-R3QQSPNSUJIYPN,K selvaraj,Very good camera for beginners,good camera beginners,18-11-2019,5
customer_review-R2J26WT0M1L2GT,Vaibhav Hiray,Got ₹18990,good beginning photography,09-11-2019,5
customer_review-RFLV95TUEA64J,S.Balasubramanian,Nice one,nice one beginners,13-08-2019,5
customer_review-RLN8CVK73WIVL,RAJIB KUMAR DASH,Excellent,excellent,05-11-2019,5
customer_review-R2ESHICO7B8UPT,Vasu,nice,perfect camera beginners,04-10-2019,5
customer_review-R3AXN3507DF4H9,Amazon Customer,Excellent for beginners,excellent beginners,15-03-2019,5
customer_review-R28OUIG7ZX4V48,JOHN DAVID,Awesome,awesome beginners,12-11-2019,5
customer_review-R1MV32ID7JMPQ3,Srinivasu,Battery backup,battery backup worest,09-11-2019,1
customer_review-RF4S0R9P8K6MQ,Shanmuganathan Swaminathan,Canon is great.,nicefantastic features,21-10-2019,5
customer_review-R1DJ28O0LDSHDG,ANUJ SHARMA,Amazon great Indian sale. Products are at unbelievable prices,awesome product thanks amazon,18-10-2019,5
customer_review-R3IWBZ653Q7MCK,Malay Maharana,My review...,best beginners,10-11-2019,5
customer_review-R9GWDYG45C86M,shlok raj,awesome,awesome beginners,03-06-2019,4
customer_review-R1AH0PMMQJ61RH,Guri khasria,Good built quality and image quality,easy handle good image quality,20-07-2019,5
customer_review-R2QRW9ZOXZQRPK,Anand Kumar,Best,best class,03-11-2019,5
customer_review-R9BHCTWA5RYSN,hunwang,Disapointed,mic option,28-10-2019,1
customer_review-R1EOCQPPKICANN,Mannu pandey,Good,100 sa 70,23-08-2019,1
customer_review-R3QIF9W2OQOHZ3,Sayan roy,good,nice one begineers,09-09-2019,5
customer_review-RFR949BXBH15T,Indrani Dutta,Best product,best product,27-11-2018,5
customer_review-R28Q90ADBTX9O0,DINESH KUMAR,Loved it,good dslr beginners,07-11-2019,4
customer_review-R2VYOH7JKTTOFF,shyam g,exalant cam,exalant cam super perfomance,27-08-2019,5
customer_review-R37Y9C0HU2F5WJ,bhanu koganti,Superb,product soo nice,09-10-2019,4
customer_review-R23KENBCSMNW4,Jumi Saikia,Good,like product,05-03-2019,5
customer_review-R3E0QCBYCOXUM9,BHARAT KUMAR,Good quality camera,good quality,07-11-2019,4
customer_review-R26O9E2MGHV8OY,Dinakar,Good,good product,06-11-2019,5
customer_review-R3QTX7L0HSSKP7,SUMAN SARKAR,Worst,disappointed,10-10-2019,1
customer_review-R2UFTD3SAIAPAH,shiva,For beginners,nice,09-11-2019,5
customer_review-R2T9247SOB2ZW2,mihir shrivastava,Superb,superbs h yar 1no,03-11-2018,5
customer_review-RX742QS7ZL8XK,Lawrence Anthony,Great camera for beginners,awesome,02-07-2019,5
customer_review-R3TGHGVTVYNTRW,Manikandan,Nice for beginners,good,09-11-2019,5
customer_review-R2E39THIE3EJW4,maheshwaran (SMS ONLY),Good,good,05-11-2019,5
customer_review-R1C8CR80JEXJFY,Saikat Saha,Good product,good,04-11-2019,5
customer_review-R10EM86S3TS4KG,Rajendra T.,Nice,nice,03-11-2019,5
customer_review-R2GOPIUG59JBJS,santhosh,very good,nice,18-10-2019,4
customer_review-RETJWD0CQRD4C,Maruthi,Good,good,21-08-2019,3
customer_review-R1GOOWF91UD263,jacob gnanaprakasam,Nice,nice,01-07-2019,4
customer_review-R2GI40CSK9J3VL,Abhishek Banota,canon 1500d,genuine pic good quality images,12-03-2019,5
customer_review-R17R7BTCCCZDPU,Amazon Customer,Golden deal,awesome beginners,31-07-2019,5
customer_review-R1ELUX6PJEYLUC,SAGAR AOUSARE,Very soft,camera best professional use,09-05-2019,5
customer_review-RB4QHMPTHHQ5U,Anuj,Good Product,picture modes confusing,17-11-2018,5
customer_review-R2TEJA2C31ZGCE,Mistrymithil,Amazing,one line awsom,21-11-2019,4
customer_review-R3KE5MTURC8BGI,Ashu choudhary,Beast camera,wonderfull camera 25k,25-10-2019,5
customer_review-RJEC8475ZF0WK,Amazon Customer,Great !!!,good one beginners,11-10-2019,5
customer_review-RMYQ7BUD5UNWT,Faizan,Gud,better 3000d 1300d,09-10-2019,3
customer_review-R7IBZTD1OWODC,Nijesh,Good,external flash suitable,13-06-2019,5
customer_review-R36YPPOP150256,Garvit,Amazing built,nice beginners,03-12-2019,5
customer_review-R2ZOTSB49FD3JE,putlan guria,Best for starter.,good image quality,08-11-2019,4
customer_review-R3U6T0O8NGAIM0,Amazon Customer,Quality is very bad,bad quality,06-10-2019,1
customer_review-R1I3ZRED8EV6UQ,Lakshmi K,Wow\,go,20-10-2019,5
customer_review-R2JGSWMGSF1Q4V,Rawatji,Awesome product,picture quality good battery life good easy use,14-11-2018,4
customer_review-R2ZRJ3D6JECPUW,Melvyn,Frst DSlr,easy use good pic quality,19-07-2019,5
customer_review-R2PBXZRDGH6FXE,Lukaiah,Cam,beautiful picture quality,11-10-2019,4
customer_review-R2PH3RCX53EVI9,Debu Shivankar,Nice camera for beginners,nice camera beginners,25-08-2019,4
customer_review-R38UY2X73UJ2OB,vikramsarabai,Good,mark beginners,07-06-2019,5
customer_review-R19TJ7JBSSO6EO,binuberly,Excellent product,excellent product must buy,22-11-2019,5
customer_review-R23VOCXDMPOD83,Santosh,Camera review,good camera beginners,08-11-2019,4
customer_review-R1ZK89Y5JHZ43N,Raj Bhardwaj,Good product,good focus good camera,25-10-2019,5
customer_review-R1OZ98XI2Q5FWH,Amazon Customer,Picturequality is very good,good product beginners,12-10-2019,4
customer_review-RXTLC2NMV2JWD,apurba biswas,Best camera,best camera bigener,10-10-2019,5
customer_review-R3D48QMZX3VGO3,Vinoth Kumar,Good,nice product beginners,01-10-2019,4
customer_review-RXF0CP6KJJ1NZ,Amazon Customer,Good for beginners,good product price,17-08-2019,4
customer_review-RYU8VZR3UM9D9,Pravin kumar,Nice,good product beginners,31-07-2019,4
customer_review-R6CM1MQNYO5MY,Sudhir Shinde,Lovely Product,picture quality amazing,28-12-2018,5
customer_review-R13OJ19305BBCY,M Pradeep,Nice,camera picture quality good,06-10-2019,4
customer_review-R2JIDH0YJSUKKU,akshat,Perfect,good beginners,13-11-2019,4
customer_review-R3NY5UDOCZN786,Jayashree,Nice,nice pictures,08-11-2019,5
customer_review-RRDQYYP26EGCE,Ashok Kumar Das,Don't buy,refurbished camera,06-11-2019,1
customer_review-R2Y2N5WKYBFXQ7,Vinod,Good for beginners,good beginners,11-07-2019,5
customer_review-R74B216OQJQM5,JUNJAR SINGH,Nice,gud enough,22-10-2019,5
customer_review-R2D23F99XJIFK9,Shubham Singh,Perfect cannon,perfect,18-06-2019,5
customer_review-R2E1C0S7G59ZN6,Sahil,Good,best begineer,06-10-2019,4
customer_review-R1QDMWBNM33FIW,Sibin joseph,Ok,ok,10-11-2019,4
customer_review-R1FRGSWT7WXYR0,Laxman kumar,Ok,ok,26-10-2019,5
customer_review-RU1AEPPZU1WNB,Ashok B.,Nice DSLR,best beginners,30-11-2018,5
customer_review-R3P3HPYBXN75VP,AKSHAT PANDEY,LOVELY CATCHES,nice product,29-08-2019,4
customer_review-RMPKE1Z0XWP40,peehu,must buy,nice camera beginners,02-11-2018,5
customer_review-R1EIKO7Q2VQLWD,Anees,Good,better beginner,05-10-2019,3
customer_review-R24UTFW8HK7G19,Garvit Lohani,Poor,external microphone slotcome canon,07-05-2019,1
customer_review-RCZX5MNPYVGUA,Balamurali,Loveing it,osm,15-11-2019,5
customer_review-RG938ZXOC8TZP,Neeraj jangid,My first DSLR😍😍😍,like camera quality photo capturing speed slow,24-10-2018,5
customer_review-R1XTDM91COIH8E,Mallikarjun,For beginners,good camera beginners,01-12-2019,4
customer_review-R34N10M73M3M1Z,Rohit,Beginners,nice camera beginners,29-11-2019,5
customer_review-R1QKW5UG781WU8,Amazon Customer,Very good,best camera begginers,29-10-2019,5
customer_review-R153D8Q8RKRDS2,Amazon Customer,Awesome,nice dslr beginners,18-10-2019,5
customer_review-R2N5RYUY4Z9SK2,Sumit Bhosale,Very nice qwality,nice qwality low light,26-06-2019,5
customer_review-RFFSEU6BH8SSP,Ranjith m,quality is good,best camera beginners,16-03-2019,5
customer_review-RCJGMGK6386QS,Saikiran,Superb canon,gud camera nycone,26-08-2019,5
customer_review-R1ZF6KJPZCQMK,venky,Very good quality,good quality,11-06-2019,5
customer_review-R25K8MW79A7M4D,Vighneshwara A,picture quality,options camera camra amesing,23-10-2018,5
customer_review-R354DP8QR5ORJR,Simsonpthomas 9961044030,Good,good good,22-11-2019,5
customer_review-R3B676WM65VCRE,lokesh chawla,Tik h,tik tak h,24-10-2019,5
customer_review-R11GWN74VMOY6I,akash banerjee,Kantap,gud,21-03-2019,5
customer_review-R1W6UZCVRERKA4,Ashirbad muni,Beast in this price range,beast price range,03-10-2019,5
customer_review-RK2S0GU1DDF4N,AT,Value for money... (@ Offer time),nice one,16-10-2019,4
customer_review-R1KEA3LVWV1K6Q,Amazon Customer,Nice,good,26-11-2018,5
customer_review-R16Z0159G6GKV5,JAYDIP PARMAR,awesome camera in this price...,best price list camera,09-02-2019,5
customer_review-R1XVCJ8G6NTRJ5,Amazon Customer,Overall good.,overall good,22-02-2019,4
customer_review-R2Q4FEDIMN72FA,Sourabh Sharma,Could be better,picture quality good,14-12-2019,5
customer_review-RNVM7MH37RRXK,shoiab ahmed,Quality,best quality pictures,11-11-2019,5
customer_review-R1HKCNCMEPDLX7,Ganesh joshi,Great offer,picture quality good,02-10-2019,5
customer_review-R2XU592QMTUSRF,washim176,Cannon 1500d,best dslr camera,05-11-2019,5
customer_review-R2OEZDVPH5SUET,Prabodh kumar,Product high price,product best,09-10-2019,2
customer_review-RQADGVNJZ34H4,Rohit Jaiswal,After a second day of receiving the camera I had requested to return it.,didnt like,07-10-2019,3
customer_review-R1CV350177X7WS,yuvaraj,Awesome picture quality,like much,12-12-2018,4
customer_review-R2NSPP3Y5GEQUE,mehul rajodiya,nice camera compaire to nikon D3500,nice camera compaire nikon d3500,27-06-2019,5
customer_review-R2QEB98U52286L,Tasin Mondal,Awesome,awesome dor beginners,11-10-2019,4
customer_review-REIDEJ4G9N75,Xavier Raj,Not good,good,19-11-2019,2
customer_review-R18RGWWRXZKL3Y,Vinay A.,Just go for it.,perfect camera everyone,26-06-2019,5
customer_review-R2HQ45TY84KT0X,bilas sardar,Nice product,excellent,26-11-2018,4
customer_review-R182IBG6OLJ80U,Certified buyer,"Worth it ... GET IT ON 2K OFF DURING SALE , APPRECIATE BY THE DELIVERY FROM THE AMAZON",good product biggners,07-10-2019,5
customer_review-R1EO2ML3S1RTOC,chintu,Picture quality is available with new phones,good learners,10-11-2018,4
customer_review-RRCP8L41POF1F,Vishnu M,Good one,best beginers,08-11-2019,5
customer_review-R2OL3RKQIXD1ZW,mayank.makwana,Good,nice one,30-10-2019,4
customer_review-R29D9KPHS0ETTC,Rajvinder Kaur,Canon is best camera for photography,amazing picture video quality,29-06-2019,5
customer_review-R34QE22ONVE5Q8,Vasit Ali,Nice camera,awesome camera,05-11-2019,4
customer_review-R2GT6PS4GMBN74,Swarup Mandal,Awesome dslr,best dslr beginners,25-10-2019,5
customer_review-RJXQQJ5QO0F1Q,sanjoy kumar saha,Bag quality bad,bag quality bad,19-10-2019,3
customer_review-R2ZGKT9JJD0SAT,DR D.,My Cam,value money,11-11-2019,4
customer_review-R34X91T00WM9OM,Rohit 00018,Canon 1500d,good camera,24-08-2019,4
customer_review-RGIKOMBN5GHN1,Amazon Customer,Amazing picture quality,love,02-10-2019,5
customer_review-R1HJ7WT1K10HTR,Arindam Nayak,Okk,nice,21-12-2018,4
customer_review-RAS11XPGE1NG2,Amazon Customer,Awesome,tq giving awesome camera,02-08-2019,5
